id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
8468,0,bringing order to query optimization,"g slivinskas , c jensen , r snodgrass",sigmod record,2002,coloring away communication in parallel query optimization,"w hasan , r motwani","vldb ,",1995.0
8470,0,managing intervals efficiently in object-relational databases,"h kriegel , m pіtke , t seidl",vldb,2000,storage and retrieval of xml documents using object-relational databases,"t shimura , m yoshikawa , s uemura",,
8471,0,distributed deviation detection in sensor networks,"t palpanas , d papadopoulos , v kalogeraki , d gunopulos",sigmod record,2003,distributed restoration in telecommunications networks,d johnsonâ ? ¦,"bt technology journal ,",1994.0
8472,0,database research at columbia university,"s chang , l gravano , g kaiser , k ross , s stolfo",sigmod record,1998,database research at the ibm almaden research center,"lm haas , pg selinger","sigmod record ,",1991.0
8473,1,tsql2 language specification,"r snodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994,"tsql2 language specification , 1994",rt snodgrass,available by ftp from ftp . cs . arizona .,
8475,0,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,dewitt . equi-depthhistogramsfor estimating selectivity factors for multi-dimensional queries,m muralikrishnaandd,"proceedings of the acm sigmod conference on management of & hellip ; ,",
8476,0,a foundation for multi-dimensional databases,"m gyssens , l lakshmanan",vldb,1997,on an algebra for historical relational databases,"j cliord , a tansel","proceedings of the international conference on management of & hellip ; ,",
8478,1,disnic-plan : a nicnet based distributed database for micro-level planning in india,m moni,vldb,1996,disnic-plan : a nicnet based distributed database for micro-level planning in india,m moni,"proceedings of the international conference on very large & hellip ; ,",1996.0
8479,0,database research at arizona state university,"s urban , s dietrich , f golshani",sigmod record,1996,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
8480,0,toward learning based web query processing,"y diao , h lu , s chen , z tian",vldb,2000,knowledge bassed query processing,"mm hanuner , sb zdonik",proceedings of the 6th vldb conference,
8481,1,a database interface for file updates,"s abiteboul , s cluet , t milo",sigmod conference,1995,a database interface for le update,"s abiteboul , s cluet , t milo","sigmod ,",
8483,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,shrikant . mining association rules between sets of items in large databases,"r agrawal , t imielinski andr",proceedings of acm sigmod conference on management of,
8484,1,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,fast algo . for mining assoiciation rules,"r agrawal , r srikant","proc . the 20th vldb ,",
8487,0,an annotated bibliography on active databases,"u jaeger , j freytag",sigmod record,1995,schema evolution in database systems : an annotated bibliography,jf roddick,"acm sigmod record ,",1992.0
8488,0,data mining techniques,j han,sigmod conference,1996,a review of data mining techniques,"sj lee , k siau",,
8489,0,an annotated bibliography on active databases,"u jaeger , j freytag",sigmod record,1995,the proteus bibliography : representation and interactive display in databases,og center,"sigmod record ,",1986.0
8490,1,automatic subspace clustering of high dimensional data for data mining applications,"r agrawal , j gehrke , d gunopulos , p raghavan",sigmod conference,1998,automatic subspace clustering of high dimensional data for data mining applications,"raj gehrke , dgp raghavan",,
8493,1,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,an efficient clustering algorithm for large databases,"s guha , r rastogi , kc shim","proceedings of the acm sigmod conference on management of & hellip ; ,",
8496,0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,agrawal r. ming generalized association rules [ c ],r srikant,"proceedings of the 21th international conference on very & hellip ; ,",
8497,0,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , j gruser , z tang",vldb,1996,effective clustering of complex objects in object-oriented databases,"rc jia-bing , ar hurson",,
8498,1,searching on the secondary structure of protein sequences,"l hammel , j patel",vldb,2002,searching on the secondary structure of protein sequences,"l hammel , jm patel","vldb ,",2002.0
8501,1,experience report : exploiting advanced database optimization features for large-scale sap r/3 installations,"b zeller , a kemper",vldb,2002,experience report : exploiting advanced database optimization features for large-scale sap r/3,"b zeller , a kemper","vldb ,",2002.0
8504,0,icicles : self-tuning samples for approximate query answering,"v ganti , m lee , r ramakrishnan",vldb,2000,aqua : system and techniques for approximate query answering,"pb gibbons , v poosala , s acharya , y bartal , y",,
8507,0,maximizing the output rate of multi-way join queries over streaming information sources,"s viglas , j naughton , j burger",vldb,2003,rate-basedqueryoptimizationfor streaming information sources,njf viglase,"proceedings of acm sigmod , madison , wi ,",
8509,1,fast subsequence matching in time-series databases,"c faloutsos , m ranganathan , y manolopoulos",sigmod conference,1994,fast subsequence matchingin time-seriesdatabases,"c faloutsos , m ranganathan , y manolopoulos","proc . acm sigmod ,",
8510,0,acm multimedia '94 conference workshop on multimedia database management systems,"p berra , k nwosu , b thuraisingham",sigmod record,1995,resource management in networked multimedia systems,"r steinmetz , k nahrstedt","ieee computer ,",
8514,0,the database research group at eth zurich,"m norrie , s blott , h schek , g weikum",sigmod record,1994,the database and information system research group at the university of ulm,"p dadam , w klas","sigmod record ,",1997.0
8515,0,guest editorial,,,2003,editorial,v quint,"electronic publishing ,",
8517,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,a cost model for clustered object-oriented databases,"zh tangot , stg france",,
8518,0,optimization of queries with user-defined predicates,"s chaudhuri , k shim",acm trans . database syst .,1999,optimization of large join queries : proc,"a swami , a gupta","acm sigmod intl. conf . on management of data , pp ,",
8519,0,converting relational to object-oriented databases,j fong,sigmod record,1997,updating relational databases through object-based views,"t barsalou , g wiederhold",,
8521,0,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,relational databases for querying xml documents : limitations and opportunities,"j shanmugasuudaram , k tufte , c zhang , g he , dj","vldb &#39; 99 , proceedings of 25th international conference on & hellip ; ,",
8522,0,view management in multimedia databases,"k candan , e lemar , v subrahmanian",vldb j.,2000,multimedia databases coursenotes,a ghafoor,"proceedings of acm multimedia conference ,",
8524,0,emergent semantics and the multimedia semantic web,"w grosky , d sreenath , f fotouhi",sigmod record,2002,section on semantic web and data management : emergent semantics and the multimedia semantic web,"wi grotsky , dv sreenath , f fotouhi",,2002.0
8526,0,repository system engineering,,,1996,requirement engineering,"apnp rolland , p negoro","information and software technology ,",1999.0
8527,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining quantitative association rules in large relational tables [ c ],"r sfikant , r agrawal","proceedings of the acm-sigmod conference on management of & hellip ; ,",
8528,0,design and analysis of parametric query optimization algorithms,s ganguly,vldb,1998,parametric query optimization : a geometric approach,vgv prasad,,1999.0
8529,0,guest editorial,,,2000,guest editor 's introduction,portal.acm.org,,
8530,0,a performance evaluation of oid mapping techniques,"a eickler , c gerlhof , d kossmann",vldb,1995,on the performance of object clustering techniques,"mm tsangaris , jf naughton",,
8531,0,improved histograms for selectivity estimation of range predicates,"v poosala , y ioannidis , p haas , e shekita",sigmod conference,1996,consistently estimating the selectivity of conjuncts of predicates,"v markl , n megiddo , m kutsch , tm tran , p haas , u","proceedings of the 31st international conference on very & hellip ; ,",2005.0
8532,0,a database interface for file updates,"s abiteboul , s cluet , t milo",sigmod conference,1995,a dialogue interface for data base applications,r studer,"vldb ,",1980.0
8537,0,information management challenges from the aerospace industry,s sripada,vldb,2002,information systems management issues for the 1990s,"f niederman , jc brancheau , jc wetherbe","mis quarterly ,",1991.0
8540,1,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han",vldb,1994,join index hierarchy : an indexing structure for efficient navigation in object-oriented databases,"j han , z xie , y fu",,
8541,0,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,distributed database management,jb rothnie,"vldb ,",1978.0
